T file kT1 TDD TDD1 TDD11 TDD111 d N_B
305 001_305 38.014 1.000000E+10 1.000000E+10 1.000000E+10 1.000000E+10 1.500E-4 1.000E+17
305 002_305 38.014 1.468000E+10 1.468000E+10 1.468000E+10 1.468000E+10 1.500E-4 1.000E+17
305 003_305 38.014 2.154000E+10 2.154000E+10 2.154000E+10 2.154000E+10 1.500E-4 1.000E+17
305 004_305 38.014 3.162000E+10 3.162000E+10 3.162000E+10 3.162000E+10 1.500E-4 1.000E+17
305 005_305 38.014 4.642000E+10 4.642000E+10 4.642000E+10 4.642000E+10 1.500E-4 1.000E+17
305 006_305 38.014 6.813000E+10 6.813000E+10 6.813000E+10 6.813000E+10 1.500E-4 1.000E+17
305 007_305 38.014 1.000000E+11 1.000000E+11 1.000000E+11 1.000000E+11 1.500E-4 1.000E+17
305 008_305 38.014 1.468000E+11 1.468000E+11 1.468000E+11 1.468000E+11 1.500E-4 1.000E+17
305 009_305 38.014 2.154000E+11 2.154000E+11 2.154000E+11 2.154000E+11 1.500E-4 1.000E+17
305 010_305 38.014 3.162000E+11 3.162000E+11 3.162000E+11 3.162000E+11 1.500E-4 1.000E+17
305 011_305 38.014 4.642000E+11 4.642000E+11 4.642000E+11 4.642000E+11 1.500E-4 1.000E+17
305 012_305 38.014 6.813000E+11 6.813000E+11 6.813000E+11 6.813000E+11 1.500E-4 1.000E+17
305 013_305 38.014 1.000000E+12 1.000000E+12 1.000000E+12 1.000000E+12 1.500E-4 1.000E+17
305 014_305 38.014 1.468000E+12 1.468000E+12 1.468000E+12 1.468000E+12 1.500E-4 1.000E+17
305 015_305 38.014 2.154000E+12 2.154000E+12 2.154000E+12 2.154000E+12 1.500E-4 1.000E+17
305 016_305 38.014 3.162000E+12 3.162000E+12 3.162000E+12 3.162000E+12 1.500E-4 1.000E+17
305 017_305 38.014 4.642000E+12 4.642000E+12 4.642000E+12 4.642000E+12 1.500E-4 1.000E+17
305 018_305 38.014 6.813000E+12 6.813000E+12 6.813000E+12 6.813000E+12 1.500E-4 1.000E+17
305 019_305 38.014 1.000000E+13 1.000000E+13 1.000000E+13 1.000000E+13 1.500E-4 1.000E+17
